timestamp,symbol,signal,price,action
2025-08-26 17:06:18,JPM,buy,296.51,buy_2
2025-08-26 17:06:18,KULR,sell,4.79,skip_sell
2025-08-26 17:06:19,META,buy,751.47,skip_buy
2025-08-26 17:06:19,MS,sell,147.745,skip_sell
2025-08-26 17:06:19,MU,hold,117.76,hold
2025-08-26 17:06:19,NVDA,sell,181.66,skip_sell
2025-08-26 17:06:20,OKLO,sell,73.595,skip_sell
2025-08-26 17:06:20,AVGO,sell,298.44,skip_sell
